nombre,telefono,mail,web,referentes
Asociación Uruguaya de Atención a la Infancia en Riesgo - Hogar del Bebé,2336 1158,hogardelbebe@hogardelbebe.org.uy,http://www.hogardelbebe.org.uy,Graciela Franco| Directora| Jorge Baruj| Director Administrativo
Asociación Uruguaya de Parkinson,2336 23 08 | 2709 90 24,contacto@aup.org.uy,http://www.aup.org.uy,Ana María Martínez| Presidenta| Alvaro Gelabert| Secretario
Asociación Nuevos Despertares,2204 0824,,,
Asociación Uruguaya de Padres con Hijos Prematuros,94268487,andym|131064il.com,http://www.aupaprem.com,
Asociación Querer la Vida,2314 7644,,,
Asociación Uruguaya de Pacientes con Enfermedades Lisosomales,095 753106 – 099 682500 – 2709 4079,aupel@adinet.com.uy| lvilardo@adinet.com.uy,http://www.aupeluruguay.com,Luis Vilardo| Presidente| María Rosana Medina| Vicepresidenta| Francisco Burgos| Secretario
Asociación Uruguaya de Músicos,2 9087370 I 2 9080477,audem@audem.org.uy,http://www.audem.org.uy,Prof. Domingo Roverano| Presidente| Prof. Julio César Baltar| Vice Presidente
Asociación Uruguaya de Oftalmólogos,2507 3062 | 099597079 (Rossana Lioi),asuo@asuo.org.uy,http://www.asuo.org.uy,Martín Sánchez| Presidente| Alicia Mártinez| Vicepresidenta| Rossana Lioi| Secretaria
Asociación Uruguaya de Librepensadores,,librepensamientouruguay@gmail.com,http://aulp.blogspot.com; www.facebook.com/librepensamiento.uruguay,Raúl Bula Cabral| Presidente| Víctor Rodríguez Otheguy
Asociación Uruguaya de Optimist,,audo@optimisturuguay.org,http://www.optimisturuguay.org/,Lucía Bermúdez| Presidenta
Asociación Uruguaya de Padres de Personas con Autismo Infantil,2619 0403,auppai@adinet.com.uy,http://autismo-auppai.blogspot.com,Angela Abreu| Directora
Asociación Uruguaya de Industrias del Plástico,2604 04 64 Int. 208,auip@ciu.com.uy,http://www.ingenieriaplastica.com,Gualberto Rocco| Presidente| Arturo Szyfer| Vicepresidente| Héctor de los Santos| Secretario Ejecutivo
Asociación Uruguaya de Ciencia Política,2418 0938,,http://www.aucip.org.uy,Rafael Piñeiro| Presidente
Asociación Uruguaya de Historiadores,,audhistoriadores@gmail.com,http://audhi.jimdo.com; Facebook: www.facebook.com/Audhi-Asociación-Uruguaya-de-Historiadores-1514006675569940/,
Asociación Uruguaya de Historia Económica,24 13 64 00,directiva@audhe.org.uy,http://www.audhe.org.uy,Reto Bertoni| Presidente| Javier Rodríguez| Secretario
Asociación Uruguaya de Candombes,095719397,institucional.audeca@gmail.com,http://www.facebook.com/AUDECASOMOSTODOS/,Aníbal Pintos - Presidente| Diego Paredes - Vice Presidente| Daniel Cerrudo - Secretario
Asociacion Uruguaya de Golf,2711 5285,augolf@adinet.com.uy,http://www.asociacionuruguayadegolf.net/,Agustín Leinkedar| Presidente| Ilse Lûscher| Secretaria Administrativa
Asociación Uruguaya de Guardaparques,+598 99 047 493,asoc.uruguayadeguardaparques@gmail.com,http://web.facebook.com/Asociaci%C3%B3n-Uruguaya-de-Guardaparques-1512058075582065/,Mariana Pirez (Secretaria)| Carolina Della Ratta (Vocal)| Carol Fontes (Vocal)
Asociación Uruguaya de Estudios Internacionales,2336 5232 | 2336 5233 - Fax: 2336 3695,info@auei.org.uy,http://www.auei.org.uy,Gerardo Caetano| Presidente| Alejandro Pastori| Vicepresidente
Asociación Nacional de Broadcasters Uruguayos,2902 1525 | 2902 1540 | 2908 0037,info@andebu.org,http://www.andebu.org,Rafael Inchausti| Presidente| Gabriel Silva| Secretario
Asociación Nacional de Empresas Privadas Aeroagrícolas del Uruguay,2369 0013,secretaria@anepa.org.uy,http://www.anepa.org.uy,Julio Placerez| Presidente| Juan Daniel Chalkling| Vicepresidente| Néstor Hugo Santos| Secretario
Asociación Nacional de Empresas de Transporte Carretero por Autobuses,2401 6013,anetra@anetra.com.uy,http://www.anetra.com.uy,Augusto Victorica| Presidente| Claudia Sánchez| Vicepresidenta| Sebastián Caraballo| Secretario
Asociación Uruguaya de Fútbol,2400 7101,auf@auf.org.u,http://www.auf.org.uy,Sebastián Bauzá| Presidente| Miguel Sejas| Vicepresidente| Anibal de Olivera| Secretario Geenral
Asociación Nuestro Hogar de Rio Branco,,anhriobranco@adinet.com.uy,,Mauricio Vergara| Director
Asociación Nacional de Consumidores por la Seguridad Vial,,contacto@ancosev.org,http://www.ancosev.org,Alberto Piqueras (Presidente)| Javier Melián (Vicepresidente)| Ricardo Mujica (Secretario).
Asociación Uruguaya de Tennis,2601 2252,secretaria@aut.com.uy,http://www.aut.com.uy,Carlos Obregón| Gerente General.| Carolina Olagüe| Gerente deportiva.| Lucía Crocco| Secretaria.
Asociación Zen del Uruguay - Zendo de los Tres Tesoros,2400 7984,dojoz3t@gmail.com,http://zendo3tesoros.wordpress.com,
Asociación Uruguayo Andaluza para la Cooperación y el Desarrollo,2709 4970 | 096100000,auacode@gmail.com,http://auacode.org/,Mario Cabrera Avivar| Presidente| Franca Rosi Bertolle| Adriana Lombardi
Asociación Uruguaya de Psicoterapia Psicoanalítica,2408 49851|2402 2066,contacto@audepp.org,http://www.audepp.org,Rosario Allegue| Presidente| Cristina Rodríguez| Vicepresidente
Asociacion Uruguaya de Tenis,29049030,,http://www.aut.com.uy/,Ruben Marturet| Presidente| Alex Piven| Primer Vicepresidente| Ricardo Rodríguez González| Secretario
Asociación Uruguaya de Psicoanálisis de las Configuraciones Vinculares,2400 8025,aupcv@netgate.com.uy,http://aupcv.org.uy/,Luján Alsina| Presidenta| Gabriela Montado| Vicepresidenta| Silvia Avondet| Secretaria
Asociación Uruguaya para el Desarrollo Integral y Cultural - Centro Educativo y Asistencial Ing. Quim. Luis María Morel,2359 7274 | 2357 3466,audiccentromorel@hotmail.com,,
Asociación Uruguaya en Defensa del Pensamiento Racional,,hola@racionalismouruguay.uy,,
Asociación Uruguaya de Técnicos en Lechería,4554 6784,contacto@autel.org.uy,http://www.autel.org.uy,Gabriela Lans| Presidente| Julio Cabezas| Vicepresidente| Mónica Ziegler| Secretaria
Asociación Uruguaya de Yoga,Celular: 096 871 255,secretaria@asociacionuruguayadeyoga.org,http://www.asociacionuruguayadeyoga.org/,Marisa Cheloni (Swamini Gauri) | Presidenta| Swami Asurikapilananda| Secretaria General| Fernando Estévez Griego (Dharmachari Swami Maitreyananda)| Director
Asociación Uruguaya de Protección a la Infancia,2408 3515,adm.aupi@gmail.com,,
Busqueda Biológica,099038149,busquedabiologica@gmail.com,,Justa Techera| Wendy Oney
Brazo Solidario Uruguay,95744371,brazosolidario@gmail.com,http://brazosolidario.wordpress.com,Andrés Masssaroni| Mauricio López| Victoria De la Fuente
Asociación Uruguaya de Profesionales Universitarios en Turismo,099 694 152,profesionalesenturismouy@gmail.com,,Stella Rosa
Asociación Uruguaya de Profesores Particulares de Inglés,2408 3553,,http://audeppi.edu.uy,
Biblioteca comunitaria Fomentando Sueños,4772 1437 | 099472627,anagallinal2@hotmail.com,http://www.facebook.com/bibliotecaFomentandoSuenos,Ana Gallinal
Caif Los Suritos. Cooperativa Calchaquí-,23036490 096062792,cooperativacalchaqui@gmail.com,,Johana Duarte
Bernardita del Ayuí - Centro CAIF Gotitas de Esperanza,4772 1512,gotitasesperanza@hotmail.com,,
Bandile. Comunidad Afrodescendiente en Río Negro,099955386,aliciadinoranunezrodriguez@gmail.com,,Alicia Nuñez| Educado Prestes| Evans Coronel
Asociación Latinoamericana Gente que Avanza,2481 2646 | 091498155,,http://www.gentequeavanza.org/,
Automóvil Club del Uruguay,1707,acu@acu.com.uy,http://www.acu.com.uy,Tomasi Crisci| Presidente| Héctor Morás| Vicepresidente| Sergio Menéndez| Secretario
ATIT-HUE,099170835,facundofa@live.com,,Facundo Machin (Secretario)| Alejandra Assandri (Vicepresidenta)| Gricelda Alberro (Presidenta)
B'nai B'rith del Uruguay,2908 3385 | 2908 2012,,http://www.bnaibrith.org.uy,Rafael Hodara| Presidente| Franklin Rosenfeld| 1er. Vice-Presidente| Eli Silbermann| Secretaria
Biblioteca Nuestros Hijos | Valor y Fé,2601 9099 | 095 007 060,info@bibliotecanuestroshijos.org.uy,http://www.bibliotecanuestroshijos.org.uy,Stella Pérez del Castillo de Perrier - Presidenta| Cristina Cabral de García Paullier| Susana Danrée de Magri
Bilu Guidai Conservación y Ecoturismo,098 498716,ale.corvi@yahoo.es,,Jenny Garula| Presidenta| Romina Viera| Secretaria
Batoví Instituto Orgánico - Bio Uruguay Internacional,4630 2314 | 099 833 174,arodriguez@biouruguay.org,http://www.biouruguay.org,Severiano Silvera| Presidente| Juan Pedro Ricceto| Vicepresidente| Dina Grassi| Secretaria
Asociación Uruguaya de Planificación Familiar e Investigaciones sobre Reproducción Humana,2707 7479,consejodir@aupf.org,http://aupf.org.uy,Alberto Carreira| Dirección Ejecutiva
Asociación Uruguaya de Productores de Carne Intensiva Natural,2606 2129,info@aupcin.com,http://www.aupcin.com,Alvaro Ferrés| Presidente| Enrique Roig| Vicepresidente| José Nicola| Secretario
Asociación Latinoamericana de Hidrología Subterránea para el Desarrollo - Uruguay,2902 1093,info@alhsud.com | secretaria.general@alhsud.com,http://www.alhsud.com,Jorge Montaño| Presidente| Nilda González| Secretaria General| Sergio Gagliardi| Secretario Adjunto
Atelier Artistico Integral y Trabajo Arte - Sano,2486 3577,taitalatas@hotmail.com | taita99@adinet.com.uy,,
Asociación Juntos Para Vivir Mejor,4536 7700 | 4536| 7958 |A4536 9488,,,
Asociación Hermanas Hospitalarias del Sagrado Corazon de Jesús,2320 9985 | 2320 4198,hhscjernestina@hotmail.com,,
Asociación La Educadora Uruguaya,2336 0921,economo@ucu.edu.uy,,Padre Euardo Casarotti| Presidente| Alvaro Pacheco| Secretario| Lucía Viola| Administradora
Asociación Hermanas Misioneras Franciscanas del Verbo Encarnado - Agrupación Obrera La Casilla,2309 5489,lacasilla.mfve@gmail.com,http://www.francescaneverbo.com/esp/uruguay.html,Mariana Marguery| Provincial
Cámara de Juegos Oficiales de Azar,29161277 int. 107 | Fax: 29161243,cajoa@cncs.com.uy,,Roberto Palermo| Presidente| Silvia Gestal| Secretaria| Roberto Fernández| Secretario
Cámara de la Economía Digital del Uruguay,2605 6071,contacto@cedu.org.uy,http://www.cedu.org.uy,Marcelo Montado| Presidente| Alvaro Lamé| Vice Presidente| Leonardo Álvarez| Secretario
Associación de Padres,42662943,adepacapisancarlos@gmail.com,http://adepasancarlos@gmail.com,Beatriz Mandagaran . Pte. Asoc.| Ana Garcia Cerratto. Sec. Asoc.| Cynthia Nieto. Tesorera
Cámara de Industrias del Uruguay,2604 0464 | 2604 0501,ciu@ciu.com.uy,http://www.ciu.com.uy,Javier Carrau| Presidente| Juan Carlos De León| Secretario
Cámara de Empresarios de Free Shops y Afines del Uruguay,2916 1277 ext. 107 | 2916 1243,carlos_loaiza@freeshops.org.uy,http://www.freeshops.org.uy,Enrique Urioste (Neutral)| Mario Viales (Mario Duty Free)| Daniel Menéndez (DFA)
Cámara de Ferreteros| Bazaristas y Afines del Uruguay,2924 0221,ferreteros.afba@gmail.com,http://www.cafbadu.org.uy,Ricardo Poggi - Presidente| Esteban Risso - Vicepresidente| Claudia Ferreiro - Secretaria
Cámara de Comercio Uruguayo Argentina,2915 1094,info@camarauruarg.com,,Pedro Natero| Presidente| Juan Carlos Gorini| Vicepresidente
Asociación de Controladores de Tránsito Aéreo del Uruguay,2403 7385 | 099150825,actaudir@gmail.com,,Enrique Moreni| Presidente| Julia Mamberto| Secretaria General| Julio C. Pedemonte| Vicepresidente
Cámara de Comercio Uruguayo Alemana,2901-1803 | 2901-0575,camural@ahkurug.com.uy,http://www.ahkuruguay.com,Paul Riezler| Presidente| Barbara Konner| Vicepresidenta Ejecutiva
Cámara de Comercio Uruguayo Israelí,,info@camuris.com.uy,http://www.camuris.com.uy,Raúl Cohn| Presidente| Luis Grosskopf| Asesor| Martín Saul| Director Ejecutivo
Asociación La Cuchilla - Centro Caif El Ceibo de Vergara,4458 3107,caifelceibo@hotmail.com,,Mary Fernández| Presidenta| Fabían Píriz| Secretario| Nancy Mier| Tesorera
Cámara de Comercio Francesa Montevideo,2400 7591,camcomfr@ccfm-uruguay.com.uy,http://www.ccfm-uruguay.com.uy,Robert Milles| Presidente| Germán Vecino| Vicepresidente| Daniela Leite| Secretaria General
Cámara de Comercio Uruguay Estados Unidos,2908 9186,info@ccuruguayusa.com,http://www.ccuruguayusa.com,Andrewina McCubbin| Presidente| Álvaro Scarpelli| Vicepresidente| Magdalena Aonzo| Directora Ejecutiva
Cámara de Comercio Uruguayo Británico,2908 0349,info@camurbri.com.uy,http://www.camurbri.com.u,Conrado Hughes| Presidente| Guillermo Wild| Vicepresidente| Marcelo Mercant| Secretario
Cámara Audiovisual del Uruguay,2915 9105,info@cadu.org.uy,http://www.cadu.org.uy,Nero De Varga| Presidente| Andrés Castro| Secretario
Cámara Inmobiliaria de Rocha,,,http://www.camarainmobiliariaderocha.com,Richard Illa| Presidente| Gerardo Hernández| Vicepresidente| Flavia Quará| Secretaria
Cámara de Comercio Suizo Uruguaya,2419 3385,info@swisschamuruguay.org.uy,http://www.swisschamuruguay.org.uy/,Gunther Rotzinger| Presidente| Eduardo Iguinï| Vicepresidente| Nelson Grabino| Secretario
Cámara Inmobiliaria de Colonia,099521820 | 099524420,secretaria@cic.com.uy,http://www.cic.com.uy,Richard Brunelli| Presidente| Carlos De Curnex| Vicepresidente| Gustavo Rodríguez| Secretario
Cámara de Zonas Francas del Uruguay,2518 2566 ext. 1004,info@czfuy.com,http://www.czfuy.com,Orlando Dovat (Zonamerica S.A.)| Presidente| Ruben Martínez (Corporación Navios S.A.)| Vicepresidente| Adriana Fernandez| Coordinadora Ejecutiva
Cámara Diseño del Uruguay,2901 0107,javier@cdu.org.uy,http://www.cdu.org.uy/,Rossana Demarco| Presidenta| Diego Fraga| Tesorero| Javier Pastorino| Coordinador general
Cámara de Anunciantes del Uruguay,2707 9116 | 2707 7275,anunciantes@adinet.com.uy,http://www.anunciantes.com.uy,Héctor Bajac| Presidente (Caba)| José Luis Donagaray| Vicepresidente (Sadar S.A. - Peugeot)| Teresa Cometto| Secretaria (Unilever)
Cámara Uruguaya de Cooperativas de Ahorro y Crédito de Capitalización,2403 5492,cucacc@adinet.com.uy,http://www.cucacc.com.uy,Germán Sergio Gorga| Presidente| Juan Skorubsky| Vicepresidente| William L. Sosa| Secretario
Cámara Nacional de Comercio y Servicios del Uruguay,2916 1277 | 2916 1243,llamaita@cncs.com.uy,http://www.cncs.com.uy,Raúl R. Palacios| Presidente| Julio C. Lestido| Vicepresidente| Claudio Piacenza| Gerente Secretario
Cámara de Comercio de Productos Agroquímicos del Uruguay,2924 9326,info@camagro.org.uy,http://www.camagro.org.uy,Gabriel Bascou - Coordinador| Diego Paniagua - Presidente| Marcos Carrrera - Secretario
Cámara Uruguay Australia,,info@cua.org.uy,http://www.cua.org.uy,Alfredo Taullard| Presidente| Jon Prentice; Vicepresidente| Bruno Peixoto| Secretario
Cámara Mercantil de Productos del País,2924 0644,,http://www.camaramercantil.com.uy/,Pedro Otegui| Presidente| Ricardo Hahn| Vicepresidente| Gonzalo González Piedras| Gerente General
Cámara Nacional de Alimentación,2613 1262,cna@cna.org.uy,http://www.cna.org.uy,
Cámara Empresarial de Maldonado,4222 2744,info@camaramaldonado.com,http://www.camaramaldonado.com,José Andrés Pereyra de Brun| Presidente| Alejandro Cerviño| Vicepresidente| Juan Terra| Secretario
Cámara Uruguaya del Disco,2916 3656,info@cudisco.org,http://www.cudisco.org,Mauricio Ubal| Presidente| Marcelo Felder| Secretario| Adrián Marvid| Tesorero
Cámara del Pueblo,4342 6313 | 099341610,camaradelpueblo@adinet.com.uy,http://www.actiweb.es/camaradelpueblo,Teresa Álvarez| Presidenta
Cámara Uruguaya de Barracas de Cueros| Lanas y Afines,2916 1277 int.107 | Fax: 2916 1243,cuerosylanas@cncs.com.uy,,Carmen Passarella| Presidente| Silvia Gestal| Secretaria
Cámara Uruguaya de Turismo,2403 6583 - Celular: 094 944 151,info@camtur.com.uy,http://www.camtur.com.uy,Luis Borsari| Presidente| Juan Martínez| Vicepresidente| Augusto Victorica| Secretario
Cámara Uruguaya de Tecnologías de Información,2601 22 73,contacto@cuti.org.uy,http://www.cuti.org.uy,Carlos Caetano (Pagos Web)| Presidente| Gabriel Camargo (Ingenious Softworks)| Secretario General| Andrea Mendaro| Gerenta General
Cámara Inmobiliaria Uruguaya,2901 0485 | 2902 8266,ciu@ciu.org.uy,http://www.ciu.org.uy,Gabriel Conde| Presidente| Luis Silveira| Vicepresidente| Juan Pedro Molla| Secretario
Casa Armenia Hnchakian,2924 3070,hnchakianuruguay@gmail.com,http://www.facebook.com/hnchakian.uruguay?fref=ts,Hagop Dikranian| Presidente
Cámara Metalúrgica del Uruguay,2604 0464 int. 205,secretaria@cammetal.com.uy,http://www.cammetal.com.uy/,Laura Acuña| Secretaria Ejecutiva
Cámara Uruguaya de Servicios Agropecuarios,4532 2423 | Celulares: 099 199 310 | 098 528 233,cusa@cusa.org.uy,http://www.cusa.org.uy,Juan B. Maisterra| Presidente| Marcelo Cairús| Secretario| Gregorio Iraola| Integrante del Equipo Técnico
Canelones de Todos,,,http://www.facebook.com/canarios.decorazonii,Yamandú Rodríguez Pérez| Coordinador
Capacidades Diferentes Sarandí Grande,4354 7780,cadisar@adinet.com.uy,,Alicia Arroqui| Presidenta| Juan Varela| Vicepresidente
Cámara Inmobiliaria de Soriano,4532 6276,camarainmobiliariasoriano@gmail.com,,Juan Franco Rava| Presidente| William Velázquez| Vicepresidente| Pascal Saizair| Secretario
Cáritas Uruguaya,2419 4314 | 2419 4605,secretaria@caritasuruguaya.org.uy,http://www.caritasuruguaya.org.uy,Agustina Langwagen| Directora Ejecutiva| Carina Folle| Asistente de Dirección - Responsable de Comunicaciones| Pilar Barranco| Secretaria
Cámara Uruguaya del Libro,2916 9374,info@camaradellibro.com.uy,http://www.camaradellibro.com.uy,Alicia Guglielmo| Presidenta| Enrique Morrone| Secretario| Cristina Appratto| Gerenta
Cámara Uruguayo Brasileña,2402 2742,camurbra@adinet.com.uy,http://www.camarauruguaybrasil.com.uy,Fernando Cativelli| Presidente| Gonzalo Carrau| Vicepresidente| Eduardo Gomes| Secretario
Cámara Uruguaya de Logí­stica,2518 50 37,camaralogistica@calog.com.uy,http://www.calog.com.uy/,Juan Carlos Rodríguez| Presidente| Juan Ferrari| Vicepresidente| Alejandro Gorostidi| Secretario
CasAbierta - Congregación de Hermanas Oblatas del Santísimo Redentor,2208 7760,casabiertauruguay@gmail.com,,Sandra Ortíz| Coordinadora| Mariana Serrano| Coordinación| Victoria Capurro| Área Social
